x,y,V,Exact,Error,Boundary
1.12,0.18,0.252131,0.252159,-2.78516e-05,0
1.16,0.18,0.320604,0.320633,-2.94615e-05,0
1.2,0.18,0.386863,0.386894,-3.06275e-05,0
1.24,0.18,0.451044,0.451076,-3.14321e-05,0
1.28,0.18,0.513271,0.513303,-3.19421e-05,0
1.32,0.18,0.573656,0.573688,-3.22121e-05,0
1.36,0.18,0.632303,0.632335,-3.2287e-05,0
1.4,0.18,0.689308,0.68934,-3.22037e-05,0
1.44,0.18,0.744758,0.74479,-3.19928e-05,0
1.48,0.18,0.798736,0.798768,-3.16798e-05,0
1.52,0.18,0.851316,0.851347,-3.12858e-05,0
1.56,0.18,0.902567,0.902597,-3.08288e-05,0
1.6,0.18,0.952554,0.952584,-3.03235e-05,0
1.64,0.18,1.00134,1.00137,-2.97826e-05,0
1.68,0.18,1.04897,1.049,-2.92164e-05,0
1.72,0.18,1.09551,1.09554,-2.86335e-05,0
1.76,0.18,1.141,1.14103,-2.80413e-05,0
1.8,0.18,1.1855,1.18552,-2.74452e-05,0
1.84,0.18,1.22903,1.22906,-2.68495e-05,0
1.88,0.18,1.27164,1.27167,-2.62573e-05,0
1.92,0.18,1.31338,1.3134,-2.56699e-05,0
1.96,0.18,1.35426,1.35429,-2.50873e-05,0
2,0.18,5.5515,1.39436,4.15714,1
0,0.2,-12.9306,-3.21888,-9.71169,1
0.04,0.2,-3.17496,-3.17966,0.00469372,0
0.08,0.2,-3.0649,-3.07046,0.00556041,0
0.12,0.2,-2.90601,-2.91139,0.00537896,0
0.16,0.2,-2.7196,-2.72418,0.00457859,0
0.2,0.2,-2.52211,-2.52573,0.00361807,0
0.24,0.2,-2.32413,-2.32688,0.00274971,0
0.28,0.2,-2.13163,-2.13369,0.00205367,0
0.32,0.2,-1.94759,-1.94912,0.00152598,0
0.36,0.2,-1.77318,-1.77431,0.00113543,0
0.4,0.2,-1.60859,-1.60944,0.000848515,0
0.44,0.2,-1.45351,-1.45415,0.000637402,0
0.48,0.2,-1.30737,-1.30785,0.000481096,0
0.52,0.2,-1.16953,-1.16989,0.000364377,0
0.56,0.2,-1.03931,-1.03959,0.000276393,0
0.6,0.2,-0.916081,-0.916291,0.000209432,0
0.64,0.2,-0.799239,-0.799397,0.000158,0
0.68,0.2,-0.688241,-0.688359,0.000118155,0
0.72,0.2,-0.582593,-0.58268,8.70467e-05,0
0.76,0.2,-0.481852,-0.481914,6.25912e-05,0
0.8,0.2,-0.385619,-0.385662,4.32528e-05,0
0.84,0.2,-0.293538,-0.293566,2.78865e-05,0
0.88,0.2,-0.205288,-0.205304,1.56307e-05,0
0.92,0.2,-0.120581,-0.120587,5.83047e-06,0
0.96,0.2,-0.0391587,-0.0391567,-2.01637e-06,0
1,0.2,0.0392124,0.0392207,-8.29867e-06,0
1.04,0.2,0.114743,0.114756,-1.332e-05,0
1.08,0.2,0.187623,0.187641,-1.73195e-05,0
1.12,0.2,0.258027,0.258047,-2.04867e-05,0
1.16,0.2,0.32611,0.326133,-2.29734e-05,0
1.2,0.2,0.392017,0.392042,-2.49017e-05,0
1.24,0.2,0.455878,0.455905,-2.63706e-05,0
1.28,0.2,0.517813,0.517841,-2.7461e-05,0
1.32,0.2,0.577933,0.577961,-2.82392e-05,0
1.36,0.2,0.636336,0.636365,-2.87598e-05,0
1.4,0.2,0.693118,0.693147,-2.90683e-05,0
1.44,0.2,0.748363,0.748393,-2.92025e-05,0
1.48,0.2,0.802152,0.802181,-2.9194e-05,0
1.52,0.2,0.854556,0.854586,-2.90694e-05,0
1.56,0.2,0.905646,0.905675,-2.8851e-05,0
1.6,0.2,0.955483,0.955511,-2.85578e-05,0
1.64,0.2,1.00413,1.00416,-2.82056e-05,0
1.68,0.2,1.05163,1.05166,-2.78079e-05,0
1.72,0.2,1.09805,1.09808,-2.73762e-05,0
1.76,0.2,1.14343,1.14346,-2.69196e-05,0
1.8,0.2,1.18782,1.18784,-2.64462e-05,0
1.84,0.2,1.23125,1.23128,-2.59619e-05,0
1.88,0.2,1.27377,1.2738,-2.54716e-05,0
1.92,0.2,1.31542,1.31544,-2.49784e-05,0
1.96,0.2,1.35622,1.35625,-2.44841e-05,0
2,0.2,5.55915,1.39624,4.16291,1
0,0.22,-12.1641,-3.02826,-9.13589,1
0.04,0.22,-2.99193,-2.99573,0.00380108,0
0.08,0.22,-2.89947,-2.90407,0.00459394,0
0.12,0.22,-2.76318,-2.7678,0.00462485,0
0.16,0.22,-2.59957,-2.60369,0.00412287,0
0.2,0.22,-2.42248,-2.42588,0.0034064,0
0.24,0.22,-2.24162,-2.24432,0.00269339,0
0.28,0.22,-2.06306,-2.06514,0.00208123,0
0.32,0.22,-1.89021,-1.8918,0.00159209,0
0.36,0.22,-1.72476,-1.72597,0.0012148,0
0.4,0.22,-1.56737,-1.5683,0.000928305,0
0.44,0.22,-1.41811,-1.41882,0.000711735,0
0.48,0.22,-1.27671,-1.27726,0.000547754,0
0.52,0.22,-1.14277,-1.14319,0.000422956,0
0.56,0.22,-1.01578,-1.01611,0.000327323,0
0.6,0.22,-0.895255,-0.895508,0.000253478,0
0.64,0.22,-0.78069,-0.780886,0.000196011,0
0.68,0.22,-0.671626,-0.671777,0.00015095,0
0.72,0.22,-0.567633,-0.567749,0.000115367,0
0.76,0.22,-0.468318,-0.468405,8.70856e-05,0
0.8,0.22,-0.373321,-0.373385,6.44795e-05,0
0.84,0.22,-0.282317,-0.282363,4.63206e-05,0
0.88,0.22,-0.19501,-0.195042,3.16747e-05,0
0.92,0.22,-0.111135,-0.111155,1.98251e-05,0
0.96,0.22,-0.030449,-0.0304592,1.02168e-05,0
1,0.22,0.0472676,0.0472652,2.41704e-06,0
1.04,0.22,0.122214,0.122218,-3.91487e-06,0
1.08,0.22,0.19457,0.194579,-9.04889e-06,0
1.12,0.22,0.264503,0.264516,-1.32007e-05,0
1.16,0.22,0.332161,0.332177,-1.65436e-05,0
1.2,0.22,0.397682,0.397702,-1.92183e-05,0
1.24,0.22,0.461194,0.461215,-2.13391e-05,0
1.28,0.22,0.52281,0.522833,-2.30001e-05,0
1.32,0.22,0.582638,0.582662,-2.42786e-05,0
1.36,0.22,0.640775,0.640801,-2.52388e-05,0
1.4,0.22,0.697312,0.697338,-2.59342e-05,0
1.44,0.22,0.752333,0.752359,-2.64096e-05,0
1.48,0.22,0.805913,0.80594,-2.67026e-05,0
1.52,0.22,0.858126,0.858153,-2.68449e-05,0
1.56,0.22,0.909038,0.909065,-2.68633e-05,0
1.6,0.22,0.95871,0.958737,-2.67807e-05,0
1.64,0.22,1.0072,1.00723,-2.66162e-05,0
1.68,0.22,1.05456,1.05459,-2.63863e-05,0
1.72,0.22,1.10085,1.10088,-2.6105e-05,0
1.76,0.22,1.14611,1.14613,-2.5784e-05,0
1.8,0.22,1.19038,1.1904,-2.54331e-05,0
1.84,0.22,1.2337,1.23373,-2.50604e-05,0
1.88,0.22,1.27612,1.27614,-2.46723e-05,0
1.92,0.22,1.31767,1.31769,-2.42739e-05,0
1.96,0.22,1.35839,1.35841,-2.38688e-05,0
2,0.22,5.56758,1.39832,4.16926,1
0,0.24,-11.4646,-2.85423,-8.61036,1
0.04,0.24,-2.8237,-2.82683,0.00313289,0
0.08,0.24,-2.74503,-2.74887,0.0038372,0
0.12,0.24,-2.62711,-2.63109,0.00398367,0
0.16,0.24,-2.48282,-2.48651,0.00368843,0
0.2,0.24,-2.32371,-2.32688,0.00316617,0
0.24,0.24,-2.15849,-2.16109,0.00259293,0
0.28,0.24,-1.99303,-1.9951,0.00206643,0
0.32,0.24,-1.83096,-1.83258,0.00162357,0
0.36,0.24,-1.67431,-1.67558,0.00126784,0
0.4,0.24,-1.52411,-1.5251,0.000988742,0
0.44,0.24,-1.38073,-1.38151,0.000772055,0
0.48,0.24,-1.24419,-1.24479,0.000604308,0
0.52,0.24,-1.11427,-1.11474,0.000474238,0
0.56,0.24,-0.990641,-0.991014,0.000372958,0
0.6,0.24,-0.872938,-0.873231,0.000293654,0
0.64,0.24,-0.760767,-0.760998,0.000231173,0
0.68,0.24,-0.653745,-0.653926,0.000181631,0
0.72,0.24,-0.551506,-0.551648,0.000142105,0
0.76,0.24,-0.453705,-0.453815,0.000110388,0
0.8,0.24,-0.360025,-0.360109,8.48014e-05,0
0.84,0.24,-0.270171,-0.270235,6.40633e-05,0
0.88,0.24,-0.183876,-0.183923,4.71874e-05,0
0.92,0.24,-0.100893,-0.100926,3.34092e-05,0
0.96,0.24,-0.0209972,-0.0210194,2.21316e-05,0
1,0.24,0.0560151,0.0560022,1.2885e-05,0
1.04,0.24,0.130332,0.130326,5.29708e-06,0
1.08,0.24,0.202123,0.202124,-9.29039e-07,0
1.12,0.24,0.271547,0.271553,-6.03208e-06,0
1.16,0.24,0.338745,0.338755,-1.02051e-05,0
1.2,0.24,0.40385,0.403864,-1.36054e-05,0
1.24,0.24,0.466983,0.466999,-1.63616e-05,0
1.28,0.24,0.528254,0.528273,-1.85799e-05,0
1.32,0.24,0.587766,0.587787,-2.03481e-05,0
1.36,0.24,0.645614,0.645636,-2.17393e-05,0
1.4,0.24,0.701886,0.701909,-2.28147e-05,0
1.44,0.24,0.756662,0.756685,-2.36257e-05,0
1.48,0.24,0.810017,0.810041,-2.42157e-05,0
1.52,0.24,0.862021,0.862046,-2.46212e-05,0
1.56,0.24,0.91274,0.912765,-2.48734e-05,0
1.6,0.24,0.962233,0.962258,-2.49989e-05,0
1.64,0.24,1.01056,1.01058,-2.50201e-05,0
1.68,0.24,1.05777,1.05779,-2.49565e-05,0
1.72,0.24,1.10391,1.10393,-2.48244e-05,0
1.76,0.24,1.14903,1.14905,-2.4638e-05,0
1.8,0.24,1.19317,1.19319,-2.4409e-05,0
1.84,0.24,1.23638,1.2364,-2.41475e-05,0
1.88,0.24,1.27869,1.27871,-2.38617e-05,0
1.92,0.24,1.32013,1.32015,-2.35583e-05,0
1.96,0.24,1.36075,1.36077,-2.32427e-05,0
2,0.24,5.57679,1.40059,4.1762,1
0,0.26,-10.8212,-2.69415,-8.12705,1
0.04,0.26,-2.66813,-2.67075,0.00262143,0
0.08,0.26,-2.60045,-2.60369,0.0032388,0
0.12,0.26,-2.49759,-2.50104,0.00344353,0
0.16,0.26,-2.36972,-2.37301,0.0032891,0
0.2,0.26,-2.22642,-2.22933,0.00291731,0
0.24,0.26,-2.07538,-2.07784,0.00246451,0
0.28,0.26,-1.92213,-1.92415,0.00201982,0
0.32,0.26,-1.77033,-1.77196,0.00162646,0
0.36,0.26,-1.62224,-1.62354,0.00129767,0
0.4,0.26,-1.47913,-1.48017,0.00103126,0
0.44,0.26,-1.34165,-1.34247,0.000818884,0
0.48,0.26,-1.21001,-1.21066,0.000650822,0
0.52,0.26,-1.08419,-1.08471,0.000518073,0
0.56,0.26,-0.964018,-0.964431,0.000413063,0
0.6,0.26,-0.849237,-0.849567,0.000329708,0
0.64,0.26,-0.739556,-0.73982,0.000263243,0
0.68,0.26,-0.634668,-0.634878,0.000209978,0
0.72,0.26,-0.534268,-0.534435,0.000167071,0
0.76,0.26,-0.438063,-0.438195,0.000132334,0
0.8,0.26,-0.345772,-0.345876,0.000104079,0
0.84,0.26,-0.257137,-0.257218,8.09965e-05,0
0.88,0.26,-0.171913,-0.171975,6.2069e-05,0
0.92,0.26,-0.0898782,-0.0899247,4.64986e-05,0
0.96,0.26,-0.0108251,-0.0108587,3.36568e-05,0
1,0.26,0.0654362,0.0654131,2.30448e-05,0
1.04,0.26,0.13908,0.139066,1.42646e-05,0
1.08,0.26,0.210268,0.210261,6.99651e-06,0
1.12,0.26,0.279147,0.279146,9.81843e-07,0
1.16,0.26,0.345853,0.345857,-3.98971e-06,0
1.2,0.26,0.410511,0.410519,-8.09028e-06,0
1.24,0.26,0.473237,0.473248,-1.14615e-05,0
1.28,0.26,0.534137,0.534151,-1.42207e-05,0
1.32,0.26,0.59331,0.593327,-1.64652e-05,0
1.36,0.26,0.650848,0.650866,-1.82765e-05,0
1.4,0.26,0.706833,0.706853,-1.9723e-05,0
1.44,0.26,0.761346,0.761366,-2.08622e-05,0
1.48,0.26,0.814458,0.814479,-2.17431e-05,0
1.52,0.26,0.866237,0.86626,-2.24068e-05,0
1.56,0.26,0.916748,0.916771,-2.28887e-05,0
1.6,0.26,0.966048,0.966071,-2.32189e-05,0
1.64,0.26,1.01419,1.01422,-2.34231e-05,0
1.68,0.26,1.06123,1.06126,-2.35234e-05,0
1.72,0.26,1.10722,1.10724,-2.35387e-05,0
1.76,0.26,1.15219,1.15222,-2.34854e-05,0
1.8,0.26,1.1962,1.19622,-2.33772e-05,0
1.84,0.26,1.23928,1.2393,-2.32261e-05,0
1.88,0.26,1.28147,1.28149,-2.30419e-05,0
1.92,0.26,1.3228,1.32282,-2.28331e-05,0
1.96,0.26,1.36331,1.36333,-2.26069e-05,0
2,0.26,5.58676,1.40305,4.18371,1
0,0.28,-10.2256,-2.54593,-7.6797,1
0.04,0.28,-2.52351,-2.52573,0.00222225,0
0.08,0.28,-2.4647,-2.46746,0.00276052,0
0.12,0.28,-2.37432,-2.37731,0.00298997,0
0.16,0.28,-2.26043,-2.26336,0.00292997,0
0.2,0.28,-2.13101,-2.13369,0.00267258,0
0.24,0.28,-1.99278,-1.9951,0.00232052,0
0.28,0.28,-1.85083,-1.85278,0.00195053,0
0.32,0.28,-1.70876,-1.71036,0.0016066,0
0.36,0.28,-1.56891,-1.57022,0.00130768,0
0.4,0.28,-1.43275,-1.43381,0.00105767,0
0.44,0.28,-1.3011,-1.30195,0.000853095,0
0.48,0.28,-1.17437,-1.17506,0.000687636,0
0.52,0.28,-1.0527,-1.05326,0.000554517,0
0.56,0.28,-0.936046,-0.936493,0.000447552,0
0.6,0.28,-0.824262,-0.824624,0.00036149,0
0.64,0.28,-0.717148,-0.71744,0.000292055,0
0.68,0.28,-0.61447,-0.614706,0.000235828,0
0.72,0.28,-0.515983,-0.516173,0.000190112,0
0.76,0.28,-0.421442,-0.421594,0.000152788,0
0.8,0.28,-0.330607,-0.330729,0.000122192,0
0.84,0.28,-0.243249,-0.243346,9.70163e-05,0
0.88,0.28,-0.159154,-0.15923,7.623e-05,0
0.92,0.28,-0.0781188,-0.0781778,5.90167e-05,0
0.96,0.28,4.47267e-05,0,4.47267e-05,0
1,0.28,0.0755113,0.0754785,3.28404e-05,0
1.04,0.28,0.148443,0.14842,2.29397e-05,0
1.08,0.28,0.21899,0.218975,1.46865e-05,0
1.12,0.28,0.28729,0.287282,7.80573e-06,0
1.16,0.28,0.353472,0.35347,2.0722e-06,0
1.2,0.28,0.417654,0.417657,-2.6992e-06,0
1.24,0.28,0.479947,0.479954,-6.66153e-06,0
1.28,0.28,0.540452,0.540462,-9.94201e-06,0
1.32,0.28,0.599263,0.599276,-1.26468e-05,0
1.36,0.28,0.656468,0.656483,-1.48651e-05,0
1.4,0.28,0.712149,0.712165,-1.66717e-05,0
1.44,0.28,0.76638,0.766398,-1.81303e-05,0
1.48,0.28,0.819232,0.819251,-1.92945e-05,0
1.52,0.28,0.870771,0.870791,-2.02102e-05,0
1.56,0.28,0.921058,0.921079,-2.09166e-05,0
1.6,0.28,0.970151,0.970173,-2.14471e-05,0
1.64,0.28,1.0181,1.01813,-2.18307e-05,0
1.68,0.28,1.06496,1.06499,-2.20919e-05,0
1.72,0.28,1.11078,1.1108,-2.22522e-05,0
1.76,0.28,1.1556,1.15562,-2.23299e-05,0
1.8,0.28,1.19946,1.19948,-2.23408e-05,0
1.84,0.28,1.2424,1.24242,-2.22986e-05,0
1.88,0.28,1.28446,1.28448,-2.22151e-05,0
1.92,0.28,1.32567,1.32569,-2.21002e-05,0
1.96,0.28,1.36607,1.36609,-2.19627e-05,0
2,0.28,5.5975,1.4057,4.1918,1
0,0.3,-9.67128,-2.40795,-7.26333,1
0.04,0.3,-2.38842,-2.39032,0.00190535,0
0.08,0.3,-2.33687,-2.33925,0.00237412,0
0.12,0.3,-2.25692,-2.25953,0.00260896,0
0.16,0.3,-2.15501,-2.15762,0.0026112,0
0.2,0.3,-2.03778,-2.04022,0.00243959,0
0.24,0.3,-1.91108,-1.91325,0.00217,0
0.28,0.3,-1.77955,-1.78141,0.00186609,0
0.32,0.3,-1.64661,-1.64818,0.00156932,0
0.36,0.3,-1.51465,-1.51595,0.00130127,0
0.4,0.3,-1.38522,-1.38629,0.00106999,0
0.44,0.3,-1.25931,-1.26019,0.000875794,0
0.48,0.3,-1.13747,-1.13819,0.000715301,0
0.52,0.3,-1.01996,-1.02054,0.000583799,0
0.56,0.3,-0.906855,-0.907331,0.000476472,0
0.6,0.3,-0.798119,-0.798508,0.000388953,0
0.64,0.3,-0.69363,-0.693948,0.000317513,0
0.68,0.3,-0.593224,-0.593483,0.000259067,0
0.72,0.3,-0.496712,-0.496923,0.000211113,0
0.76,0.3,-0.403894,-0.404066,0.00017164,0
0.8,0.3,-0.314572,-0.314711,0.000139042,0
0.84,0.3,-0.228547,-0.228659,0.000112034,0
0.88,0.3,-0.14563,-0.14572,8.95924e-05,0
0.92,0.3,-0.0656416,-0.0657125,7.08951e-05,0
0.96,0.3,0.0115885,0.0115332,5.5282e-05,0
1,0.3,0.0862199,0.0861777,4.22203e-05,0
1.04,0.3,0.158402,0.15837,3.12778e-05,0
1.08,0.3,0.228273,0.22825,2.21026e-05,0
1.12,0.3,0.295962,0.295948,1.44063e-05,0
1.16,0.3,0.361591,0.361583,7.95176e-06,0
1.2,0.3,0.42527,0.425268,2.54288e-06,0
1.24,0.3,0.487105,0.487107,-1.9833e-06,0
1.28,0.3,0.54719,0.547196,-5.76274e-06,0
1.32,0.3,0.605618,0.605627,-8.90943e-06,0
1.36,0.3,0.66247,0.662482,-1.15193e-05,0
1.4,0.3,0.717826,0.71784,-1.36735e-05,0
1.44,0.3,0.771758,0.771774,-1.54407e-05,0
1.48,0.3,0.824334,0.824351,-1.68794e-05,0
1.52,0.3,0.875617,0.875635,-1.80397e-05,0
1.56,0.3,0.925667,0.925686,-1.89643e-05,0
1.6,0.3,0.97454,0.97456,-1.969e-05,0
1.64,0.3,1.02229,1.02231,-2.02484e-05,0
1.68,0.3,1.06896,1.06898,-2.06668e-05,0
1.72,0.3,1.1146,1.11462,-2.09689e-05,0
1.76,0.3,1.15925,1.15927,-2.11749e-05,0
1.8,0.3,1.20295,1.20297,-2.13028e-05,0
1.84,0.3,1.24575,1.24577,-2.13678e-05,0
1.88,0.3,1.28767,1.28769,-2.13833e-05,0
1.92,0.3,1.32875,1.32877,-2.1361e-05,0
1.96,0.3,1.36903,1.36905,-2.13112e-05,0
2,0.3,5.609,1.40854,4.20046,1
0,0.32,-9.15282,-2.27887,-6.87395,1
0.04,0.32,-2.26171,-2.26336,0.00164997,0
0.08,0.32,-2.21619,-2.21824,0.00205869,0
0.12,0.32,-2.145,-2.14729,0.00228807,0
0.16,0.32,-2.05339,-2.05573,0.00233043,0
0.2,0.32,-1.94689,-1.94912,0.00222241,0
0.24,0.32,-1.83056,-1.83258,0.00201928,0
0.28,0.32,-1.70859,-1.71036,0.00177249,0
0.32,0.32,-1.5842,-1.58572,0.00151924,0
0.36,0.32,-1.45974,-1.46102,0.00128166,0
0.4,0.32,-1.33681,-1.33789,0.00107028,0
0.44,0.32,-1.21651,-1.2174,0.000888228,0
0.48,0.32,-1.09948,-1.10021,0.000734523,0
0.52,0.32,-0.986107,-0.986713,0.000606281,0
0.56,0.32,-0.87657,-0.87707,0.000499981,0
0.6,0.32,-0.770913,-0.771325,0.000412135,0
0.64,0.32,-0.669091,-0.669431,0.00033959,0
0.68,0.32,-0.571004,-0.571284,0.000279634,0
0.72,0.32,-0.476516,-0.476746,0.000229997,0
0.76,0.32,-0.385474,-0.385662,0.000188811,0
0.8,0.32,-0.297713,-0.297867,0.00015455,0
0.84,0.32,-0.213067,-0.213193,0.000125977,0
0.88,0.32,-0.131374,-0.131476,0.00010209,0
0.92,0.32,-0.0524752,-0.0525573,8.20746e-05,0
0.96,0.32,0.0237818,0.0237165,6.52703e-05,0
1,0.32,0.0975408,0.0974896,5.11383e-05,0
1.04,0.32,0.168938,0.168899,3.92385e-05,0
1.08,0.32,0.238101,0.238072,2.92092e-05,0
1.12,0.32,0.30515,0.305129,2.07526e-05,0
1.16,0.32,0.370197,0.370183,1.3622e-05,0
1.2,0.32,0.433347,0.43334,7.61239e-06,0
1.24,0.32,0.494699,0.494696,2.55263e-06,0
1.28,0.32,0.554343,0.554345,-1.7008e-06,0
1.32,0.32,0.612366,0.612371,-5.26864e-06,0
1.36,0.32,0.668846,0.668854,-8.25293e-06,0
1.4,0.32,0.72386,0.72387,-1.07402e-05,0
1.44,0.32,0.777476,0.777488,-1.28039e-05,0
1.48,0.32,0.829759,0.829774,-1.45071e-05,0
1.52,0.32,0.880772,0.880788,-1.59033e-05,0
1.56,0.32,0.930571,0.930588,-1.70389e-05,0
1.6,0.32,0.97921,0.979228,-1.79536e-05,0
1.64,0.32,1.02674,1.02676,-1.86817e-05,0
1.68,0.32,1.07321,1.07323,-1.92529e-05,0
1.72,0.32,1.11866,1.11868,-1.96929e-05,0
1.76,0.32,1.16313,1.16315,-2.00242e-05,0
1.8,0.32,1.20667,1.20669,-2.02662e-05,0
1.84,0.32,1.24931,1.24933,-2.04361e-05,0
1.88,0.32,1.29108,1.2911,-2.05488e-05,0
1.92,0.32,1.33203,1.33205,-2.06174e-05,0
1.96,0.32,1.37217,1.3722,-2.06537e-05,0
2,0.32,5.62126,1.41157,4.20968,1
0,0.34,-8.66588,-2.15762,-6.50826,1
0.04,0.34,-2.14243,-2.14387,0.0014414,0
0.08,0.34,-2.10194,-2.10373,0.00179864,0
0.12,0.34,-2.0382,-2.04022,0.00201678,0
0.16,0.34,-1.95549,-1.95758,0.0020841,0
0.2,0.34,-1.85844,-1.86047,0.00202276,0
0.24,0.34,-1.75144,-1.75331,0.00187255,0
0.28,0.34,-1.63822,-1.6399,0.00167427,0
0.32,0.34,-1.5218,-1.52326,0.00146025,0
0.36,0.34,-1.40443,-1.40568,0.00125174,0
0.4,0.34,-1.28774,-1.2888,0.00106054,0
0.44,0.34,-1.17288,-1.17377,0.000891695,0
0.48,0.34,-1.06057,-1.06132,0.000746101,0
0.52,0.34,-0.951295,-0.951918,0.000622427,0
0.56,0.34,-0.845314,-0.845832,0.000518326,0
0.6,0.34,-0.742747,-0.743178,0.000431146,0
0.64,0.34,-0.643618,-0.643976,0.000358316,0
0.68,0.34,-0.547884,-0.548181,0.000297513,0
0.72,0.34,-0.45546,-0.455706,0.000246724,0
0.76,0.34,-0.366232,-0.366437,0.000204245,0
0.8,0.34,-0.280074,-0.280243,0.000168658,0
0.84,0.34,-0.19685,-0.196989,0.000138788,0
0.88,0.34,-0.11642,-0.116534,0.000113668,0
0.92,0.34,-0.0386483,-0.0387408,9.25049e-05,0
0.96,0.34,0.0365994,0.0365248,7.46458e-05,0
1,0.34,0.109452,0.109392,5.95535e-05,0
1.04,0.34,0.180032,0.179985,4.67852e-05,0
1.08,0.34,0.248457,0.248421,3.59741e-05,0
1.12,0.34,0.314838,0.314811,2.68162e-05,0
1.16,0.34,0.379277,0.379258,1.90578e-05,0
1.2,0.34,0.441874,0.441861,1.24874e-05,0
1.24,0.34,0.50272,0.502713,6.92694e-06,0
1.28,0.34,0.561901,0.561899,2.22688e-06,0
1.32,0.34,0.619499,0.619501,-1.73932e-06,0
1.36,0.34,0.675589,0.675594,-5.07893e-06,0
1.4,0.34,0.730242,0.73025,-7.88323e-06,0
1.44,0.34,0.783526,0.783536,-1.02301e-05,0
1.48,0.34,0.835502,0.835514,-1.21862e-05,0
1.52,0.34,0.88623,0.886244,-1.38088e-05,0
1.56,0.34,0.935764,0.93578,-1.51472e-05,0
1.6,0.34,0.984157,0.984174,-1.62439e-05,0
1.64,0.34,1.03146,1.03147,-1.71357e-05,0
1.68,0.34,1.07771,1.07773,-1.78545e-05,0
1.72,0.34,1.12296,1.12298,-1.84282e-05,0
1.76,0.34,1.16725,1.16727,-1.8881e-05,0
1.8,0.34,1.21061,1.21063,-1.9234e-05,0
1.84,0.34,1.25309,1.25311,-1.9506e-05,0
1.88,0.34,1.29471,1.29473,-1.97133e-05,0
1.92,0.34,1.33551,1.33553,-1.98707e-05,0
1.96,0.34,1.37552,1.37554,-1.99913e-05,0
2,0.34,5.63425,1.41478,4.21947,1
0,0.36,-8.20686,-2.0433,-6.16356,1
0.04,0.36,-2.02976,-2.03103,0.00126904,0
0.08,0.36,-1.99352,-1.9951,0.00158224,0
0.12,0.36,-1.93616,-1.93794,0.00178636,0
0.16,0.36,-1.86117,-1.86304,0.00186835,0
0.2,0.36,-1.77247,-1.77431,0.00184093,0
0.24,0.36,-1.67385,-1.67558,0.00173245,0
0.28,0.36,-1.56864,-1.57022,0.00157484,0
0.32,0.36,-1.45962,-1.46102,0.0013955,0
0.36,0.36,-1.34894,-1.35016,0.00121407,0
0.4,0.36,-1.23821,-1.23925,0.00104265,0
0.44,0.36,-1.1286,-1.12948,0.000887484,0
0.48,0.36,-1.0209,-1.02165,0.00075088,0
0.52,0.36,-0.915658,-0.916291,0.000632768,0
0.56,0.36,-0.813202,-0.813734,0.00053182,0
0.6,0.36,-0.71372,-0.714167,0.00044616,0
0.64,0.36,-0.617295,-0.617669,0.000373772,0
0.68,0.36,-0.523936,-0.524249,0.000312728,0
0.72,0.36,-0.433603,-0.433865,0.000261283,0
0.76,0.36,-0.346224,-0.346442,0.000217916,0
0.8,0.36,-0.261703,-0.261884,0.000181328,0
0.84,0.36,-0.179934,-0.180084,0.000150424,0
0.88,0.36,-0.100802,-0.100926,0.000124284,0
0.92,0.36,-0.0241905,-0.0242927,0.000102145,0
0.96,0.36,0.0500157,0.0499324,8.337e-05,0
1,0.36,0.121931,0.121864,6.74306e-05,0
1.04,0.36,0.191665,0.191612,5.3886e-05,0
1.08,0.36,0.259325,0.259283,4.23686e-05,0
1.12,0.36,0.32501,0.324978,3.25713e-05,0
1.16,0.36,0.388818,0.388794,2.42365e-05,0
1.2,0.36,0.450838,0.450821,1.71475e-05,0
1.24,0.36,0.511157,0.511146,1.11217e-05,0
1.28,0.36,0.569855,0.569849,6.00445e-06,0
1.32,0.36,0.627009,0.627007,1.66455e-06,0
1.36,0.36,0.682691,0.682693,-2.00966e-06,0
1.4,0.36,0.736968,0.736973,-5.11354e-06,0
1.44,0.36,0.789903,0.789911,-7.72873e-06,0
1.48,0.36,0.841557,0.841567,-9.9253e-06,0
1.52,0.36,0.891986,0.891998,-1.17636e-05,0
1.56,0.36,0.941243,0.941256,-1.32957e-05,0
1.6,0.36,0.989378,0.989392,-1.45666e-05,0
1.64,0.36,1.03644,1.03645,-1.56155e-05,0
1.68,0.36,1.08247,1.08248,-1.64763e-05,0
1.72,0.36,1.12751,1.12752,-1.71787e-05,0
1.76,0.36,1.1716,1.17161,-1.77487e-05,0
1.8,0.36,1.21478,1.21479,-1.8209e-05,0
1.84,0.36,1.25708,1.2571,-1.85799e-05,0
1.88,0.36,1.29854,1.29856,-1.88791e-05,0
1.92,0.36,1.33918,1.3392,-1.91227e-05,0
1.96,0.36,1.37905,1.37907,-1.93252e-05,0
2,0.36,5.64799,1.41818,4.22981,1
0,0.38,-7.77273,-1.93517,-5.83757,1
0.04,0.38,-1.92302,-1.92415,0.00112507,0
0.08,0.38,-1.8904,-1.8918,0.00140059,0
0.12,0.38,-1.83852,-1.84011,0.00158969,0
0.16,0.38,-1.77028,-1.77196,0.00167938,0
0.2,0.38,-1.68897,-1.69065,0.00167632,0
0.24,0.38,-1.59789,-1.59949,0.00160048,0
0.28,0.38,-1.5,-1.50148,0.00147661,0
0.32,0.38,-1.39785,-1.39918,0.00132751,0
0.36,0.38,-1.29346,-1.29463,0.0011708,0
